Volume NaOH / l,Titration 1,Titration 2,Titration 3,Titration 4,Titration 5,Titration 6,Titration 7,Titration 8,Titration 9,Titration 10,Titration 11,Titration 12,Titration 13,Titration 14,Titration 15,Titration 16,Titration 17,Titration 18,Titration 19,Titration 20,Titration 21,Titration 22,Titration 23,Titration 24,Titration 25,Titration 26,Titration 27,Titration 28,Titration 29,Titration 30,Titration 31,Titration 32,Titration 33,Titration 34,Titration 35,Titration 36,Titration 37,Titration 38,Titration 39,Titration 40,Titration 41,Titration 42,Titration 43,Titration 44,Titration 45,Titration 46,Titration 47,Titration 48,Titration 49,Titration 50,Titration 51,Titration 52,Titration 53,Titration 54,Titration 55,Titration 56,Titration 57,Titration 58,Titration 59,Titration 60,Titration 61,Titration 62,Titration 63,Titration 64,Titration 65,Titration 66,Titration 67,Titration 68,Titration 69,Titration 70,Titration 71,Titration 72,Titration 73,Titration 74,Titration 75,Titration 76,Titration 77,Titration 78,Titration 79,Titration 80,Titration 81,Titration 82,Titration 83,Titration 84,Titration 85,Titration 86,Titration 87,Titration 88,Titration 89,Titration 90,Titration 91,Titration 92,Titration 93,Titration 94,Titration 95,Titration 96,Titration 97,Titration 98,Titration 99,Titration 100
0.0,1.017211219133124,0.1984909572485846,0.2611402850875517,0.6672480472884584,0.2208188597880763,0.6807347998492116,1.3608941100506171,0.1784955209808686,0.2752903209430575,0.1184409300170636,0.1556590804858633,0.1554927883427982,0.2613442056895887,0.6423267487694179,0.2642122188394063,0.3252369879505542,0.3919991487770089,0.6494411760576404,1.2061710398870902,0.0206554808395486,0.113127531806249,0.4516881123260315,0.0586163294127817,0.4281087358081628,0.9118658004052852,1.1763256790107914,0.3116545023882875,1.2833244791249327,0.2753650456398696,0.1764152020913341,0.6630749163501711,0.1361401483866623,0.1701839159783464,1.0835920619695507,0.1770223447490206,0.3205879411872093,0.0935437268426253,0.5538495787395159,0.2557569569660593,0.5257118971639485,0.4178068536716633,0.8048645657090637,0.2988648267632262,0.345115952991853,0.5359670592287645,0.1235954462011556,0.1963813519871038,0.7027314952325355,0.8643772606359733,0.1635839337470058,0.2865144089718697,-0.0559520756692023,0.3552923738535499,0.1596607529614884,0.1963656170304601,0.5197559763059926,0.5960803043160112,0.5230222373925074,1.1954139537569968,0.6009439234170497,0.2132965468394527,0.3266248745844568,0.932613400984722,0.2758364121208843,0.1785443692506093,0.4277352587563373,0.124026655542942,0.313125169279469,0.9616639512375637,0.369151655166416,0.3696213846150151,0.6595774944784523,0.1076335609078865,1.2105873864341457,0.5977466667774405,0.3119669364030568,0.3293684599835708,0.0976664900400618,0.4226666377868111,0.198675925871706,0.1397938572706123,0.5763399203338461,-0.0213694411823429,0.0567519650627964,0.647169226127155,0.128134053726783,0.1410581161819639,0.4222753115531929,0.1580295327043736,0.0942190023524483,0.2976657301905178,0.4518235672935977,-0.0012933500176188,0.2934022821475606,0.3779273919858276,0.2975722325821142,0.7873465303122571,0.0456775044006965,0.4074082565144779,0.4261563844808148
0.0003003003003003,0.9094589938981958,0.1202347339875294,0.2773382859951284,0.788073168318997,0.3836623827505875,0.6085074536591684,1.3126477321562244,0.1936488845243612,0.3451392834141067,0.098685278923181,0.1134014741426771,0.102661546157195,0.2927047447369303,0.5918414686837071,0.2345345837078068,0.3781071049244714,0.3971876086339571,0.7067281034980147,1.12755677174142,0.0093484988242036,0.170514792089383,0.5164738967557876,0.0866712308638962,0.3223700168085853,1.0012016076924886,1.2057224604327557,0.2094917084536845,1.3459449721211618,0.2717782541940939,0.1767150176050277,0.6554976979336445,0.0358308260479711,0.1012517270716345,1.092092949802106,0.2515040470219707,0.2153955059193404,0.2165495483660571,0.6420953670321109,0.2751478263055942,0.590351187962486,0.4038947997792053,0.7500480816550041,0.3269329202627571,0.397821173134126,0.4351508026259065,0.0368457013842153,0.1316658733578279,0.7768132222762996,0.8198802375972454,0.2148278580532509,0.279784516284923,-0.0529131396346637,0.3982893958114165,0.2685909168782237,0.263848695649871,0.5056970578488307,0.5349012223841894,0.5195886869168782,1.022386623270264,0.6444417745922377,0.1820095539565905,0.1922740448670435,0.7984061012486267,0.2027187152983252,0.2483711686139817,0.5632994381615879,0.0821665434042317,0.2201113367582336,1.0010740423411393,0.2793600049430573,0.4194358221193117,0.6215823770289381,0.0117063391668574,1.2208092920910978,0.6186000321724501,0.2328326699877629,0.195390681380308,0.152186091359522,0.4096561755048026,0.0884688118771612,0.1151770242621037,0.5202749999398364,0.1780323884996956,-0.0021437271140929,0.6471170685431524,0.1779197238478384,0.1434005494721943,0.4531185898470185,0.12357781045466,0.0644085969984388,0.3519178247412419,0.5092331136305773,-0.0196436861011363,0.1809668035864929,0.4500795024592567,0.3399162069977171,0.8331731316475506,0.0599851627337889,0.462838398830088,0.5040839077071237
0.0006006006006006,0.933328865044889,0.1805317612972067,0.2826488796692664,0.6987141418547554,0.2687797723192756,0.6604376770085492,1.3183046113303565,0.1403225902612388,0.3249172376597811,0.0596240138035673,0.1395954281780073,0.1503764822420163,0.2064498346616452,0.6585000305742311,0.261642308721652,0.2545832634989503,0.5266905083860766,0.6613670923005972,1.2010451492480474,0.017117400692409,0.0739465734113492,0.394889604069547,-0.0148793825757945,0.5462720000392374,0.9725212806805096,1.2049339175214095,0.1605784579646212,1.2822947411821397,0.3502999048429128,0.1677344014638984,0.6439530513893063,-0.07686699664148,0.2404570403971117,1.1559647227747782,0.2128517810789471,0.3282524498989195,0.1956643346243768,0.6192167266286387,0.2709626301909544,0.5469307004807463,0.3209375473749282,0.83243130542278,0.2650771320146416,0.3261752152476925,0.4622101209278681,0.1327718979443152,0.2036383689316679,0.832081952208822,0.9565352835081126,0.2399137882250987,0.2879319352126039,0.060031068219176,0.2807954869010687,0.2370947956867842,0.2364750698975984,0.4755122278541724,0.5307333872653112,0.3925177800164209,1.1644908479969245,0.6697173463491823,0.2669668420697584,0.2323648140818394,0.869652144973746,0.2527270781955811,0.3000240722848435,0.4398978419098112,0.1159020270916968,0.3197912718857608,1.0271889576954896,0.2428025751561225,0.259746256931225,0.573210323806441,0.0238455068862987,1.2144463321084902,0.5317412267705627,0.2276243515359716,0.1716778902693396,0.1788725142491073,0.5298317343375668,0.1660638902734975,0.1990193112489951,0.5628620626068958,0.0187346992625895,0.026742570612578,0.6694712261361899,0.1074349375714177,0.184497134910181,0.4147107447017252,0.1051039242297164,0.1097094943599657,0.3855781699933914,0.4774808597150873,0.0586300136398476,0.2202818586452791,0.353316314848007,0.3413889809946497,0.8338163766603854,0.1449639642922054,0.4548742040406391,0.5477058301758942
0.0009009009009009,0.9392718790843936,0.244646504571062,0.3433260694607906,0.7393430065462491,0.2353854279503017,0.7086507140163696,1.3788887483830607,0.1816442291149865,0.3923021004591593,0.1438985817057892,0.0599761836487588,0.1686322312217306,0.2975971798718299,0.7177216459268185,0.2888024366602821,0.2803624484920116,0.4773493898146005,0.6940123684922186,1.160357762723485,-0.002962591735607,0.0347741539648465,0.4657343491945563,0.0831192086472414,0.3861238122686023,0.9040136272125276,1.2241089628238742,0.1835292643358652,1.319327589618866,0.2055876158249055,0.1054691159480265,0.7055735767864508,-0.0524865382508268,0.2788885736796511,1.188222599441766,0.1978585967531576,0.363499907832271,0.2222066351558432,0.7236907024744248,0.3006492332268696,0.5354462508964056,0.3977078559699852,1.025057205870736,0.4019014022490034,0.3557716562456737,0.4400563871594642,0.1583612233009177,0.1214990669990176,0.805811346073672,0.9202455520950452,0.2397573199071582,0.3008558796875215,0.102369831325591,0.3575684943188775,0.2278229234350797,0.2586912910542165,0.5197294625984658,0.6461979857725335,0.4063478620728515,1.0657092825665442,0.6800987510158235,0.3055964578077244,0.2578870698923038,0.9450066112496898,0.2692201393371054,0.3085030123698185,0.5528513347720979,0.1889446364533306,0.2085279629232759,1.011583183085627,0.2836997443257055,0.3704615721744771,0.4918883314309158,0.2257216753671739,1.29079376940807,0.66992610330414,0.2214273041677598,0.3639379851862429,0.1307741064366459,0.3546054352334383,0.1839723981783931,0.1843374671690261,0.4633428841947101,0.0765315554290811,0.0322714388487009,0.7416459537093792,0.0696176053826435,0.1532578984443033,0.5141449754447773,0.0916923506089777,0.1352266973784409,0.2313670009291962,0.4037912892248796,-0.0307979346519014,0.300898449729709,0.4065609048843839,0.4242655539165755,0.8252279794845137,0.1162256809212229,0.4016919684229388,0.5025232559463351
0.0012012012012012,0.9752271458186468,0.2763924810830203,0.3408418965065617,0.6511267936167067,0.2405886156673098,0.6082336275372371,1.297919636783327,0.2130136651838796,0.3287542327538604,0.2225861221564683,0.1063512020469774,0.096613259666266,0.2928004759405453,0.7286872238525062,0.3553380737448006,0.2267385921059355,0.4701606807490024,0.7250722621669515,1.2586981464621396,0.0212965174687009,0.0563988219771115,0.4817032144818479,0.1431267868016181,0.3336692742479094,0.9179852093967452,1.324493089127595,0.3259008151002521,1.2838387563256477,0.1476907458231859,0.2231282312648511,0.7528208871300934,0.1010521015153423,0.1204800398650949,1.148783465453474,0.1558489734394216,0.3360992421288317,0.247292533513266,0.7328433227375799,0.3529849093014426,0.5443230388964327,0.4401244528379702,0.8785390633809117,0.2631791412069625,0.3779556225840573,0.4121299164622219,0.1049391969682175,0.0269995602718272,0.7006755314195114,0.9371223546916888,0.1399228198626746,0.2596118703715834,0.1081402689857545,0.2865547748652366,0.2782245874806867,0.1742464654271467,0.527918489848462,0.4999895277667467,0.5091062249332764,1.1620506851720884,0.6641497258407174,0.2165994804586612,0.2690095451473498,0.9709980180104936,0.3541830672732245,0.2446349192356849,0.5290013918365828,0.2080152428104933,0.3181577135070669,1.0039228271981802,0.1988219815276373,0.3571447147054102,0.5468939057644152,0.0536465548819803,1.2376441965350833,0.5746097105794988,0.2980322252751067,0.3225874642970469,0.2319485539400671,0.4035276921163726,0.1438465944870435,0.1116320970115003,0.4221797838263827,0.051961471782395,0.0774030656110555,0.6837073906036535,0.0858296427962255,0.1963566966142233,0.4753057924564198,0.0852724183590857,0.172420599632185,0.3687352833768135,0.4596022607477902,0.1005350733034173,0.1885665376563409,0.4500326914378155,0.294762157770812,0.7671887392785259,0.041454429606347,0.4113517319973146,0.4912968098659551
0.0015015015015015,0.9767008501679983,0.2236637081432911,0.380024230526415,0.7791576053464774,0.2728720718002824,0.5716329789508021,1.2779833016071729,0.1800455461570638,0.3030533588297614,0.0423414038193782,0.0546581774079331,0.042505457661978,0.2556258401025636,0.650556896308901,0.2335199173059147,0.3007005459772379,0.4365325200050749,0.6934986860963395,1.1376326390348916,0.1528412864390924,0.066518244729353,0.4989926879388606,0.0825900046951844,0.4603435104240565,0.942972134887519,1.2195839925218994,0.2526437719742692,1.3993697773923504,0.2667460729180745,0.1461689586497566,0.7043081012141005,0.1055894176329822,0.2600002616750813,1.214111953332094,0.2570561470870795,0.3325819893517194,0.1894573885045567,0.6927273403888138,0.1244724490523297,0.5680646344975202,0.4496975241387275,0.839231496943488,0.4362468417799471,0.3217246713964347,0.4847627084592495,0.1133253505116675,0.1385226141442344,0.7834402970721204,0.9684092700369776,0.2019889412913994,0.2291382668263089,0.0512439537530688,0.3518937010785111,0.2717933639190013,0.2591354126242164,0.4263512905368004,0.530597033442277,0.4190924867797492,1.0678428000367963,0.6851318929040453,0.2824852027156811,0.2537078398868898,0.9022889738682026,0.36656689881786,0.254152791875761,0.497102140973771,0.0761403782741153,0.3030156993149269,1.0980926157440418,0.2818305207817137,0.4002402827983806,0.4626917637355864,0.0930562703612946,1.208598621036219,0.6363243624358222,0.1989785059292551,0.2959960161713602,0.1320468548864327,0.4374611792482218,0.184069839471818,0.13786641524764,0.5407479400036316,0.0900587332559426,0.0221674270646548,0.684981960615906,0.0747354719608778,0.2040141575818156,0.4771935465205684,0.1702842121576925,0.1440971058711626,0.3296907934976581,0.4210044280652888,0.0618645494407828,0.2328256392816063,0.3223860300254015,0.366078866951105,0.8592349520388128,0.0124570399283765,0.4618272158822087,0.5653006063511805
0.0018018018018018,0.9826893170973344,0.2427672306634376,0.2716797461702282,0.7400200340391235,0.2652121664256098,0.7043291337793209,1.3584335572016888,0.1006963032535476,0.310388876575098,0.2258825177877963,0.0924702708266422,0.1350731136084992,0.3856947287664523,0.5886275236496538,0.2947811319990375,0.3038260099421495,0.4040143212153718,0.5819990786970969,1.2563636519372534,0.0219307825088606,0.1356146402148675,0.5132087130623756,0.0825209563140237,0.3351487378404333,0.8726013868034759,1.319810747010111,0.2474120351326994,1.38916589537894,0.1979699634910175,0.1359858867207967,0.7465055580222254,-0.0140507242629845,0.2301723779890366,1.1327469532117858,0.1838305632316264,0.3879205949240449,0.2033734172075508,0.6887516361514706,0.2311974981942255,0.447151784644118,0.5397813962764608,0.8168664665505311,0.2493886042056819,0.3282542960551967,0.5678827179088684,0.0883427906916173,0.0449726987556799,0.8530180042356015,0.981169311995225,0.1846686305342031,0.3070671002531663,-0.0175073971116317,0.322607755660077,0.2075362584633496,0.3062917464056395,0.5032859429793377,0.6134392989220848,0.4398965732025655,1.123392238369451,0.6586805479494205,0.3025327822113603,0.2790209546307023,0.8757017640192334,0.3487721014704227,0.2122965685838621,0.5025601209718801,0.1750456758523786,0.3646249252233609,1.0959454981213816,0.2721617587646459,0.4230538224139403,0.5891522878657259,0.1361610740892319,1.1886364948559434,0.6869835902452779,0.3074165764735423,0.3126864365743934,0.150326101235401,0.4400150811114728,0.1654850836482869,0.2227993853849083,0.5075939095558393,0.0781974350132803,0.0719250629222336,0.7178224789965459,0.0352843036237923,0.1886526690161995,0.4318559113356106,0.1598513763719514,0.1579046518364389,0.3425745372364268,0.5330910773955997,0.0461308503173873,0.2494715580285756,0.3251876394961589,0.4280330939397946,0.7843946075292165,0.1728308850473681,0.4913220681283132,0.5020234776298729
0.0021021021021021,0.9747176678356888,0.2168192903229216,0.3570748834220759,0.7077783013735651,0.3270977767167363,0.645628473090289,1.382600660565612,0.2310217083183398,0.3104277250275881,0.1626223134077235,0.1036656408704777,0.0758173834078949,0.3080861443374852,0.7331935968886021,0.2594449258019389,0.2791646920827983,0.4967912719436077,0.6460919770706877,1.2302306885705478,0.0809871129376046,0.1715813889486138,0.3968244179491946,0.1324961059561181,0.37519475992586,0.9243777688108856,1.254681390824416,0.2111515842052777,1.3842981931459462,0.2581552723236136,0.0772298869152612,0.6792973239538848,-0.0092664873780028,0.2711420882053172,1.114804944854465,0.2945615249870711,0.378357983416861,0.2712089294076948,0.5847401721200672,0.2733657150800234,0.6072553060167515,0.4343821341478707,0.8434026702804764,0.2494142765128321,0.3361902540898028,0.398762279660923,0.0859696532934388,0.154936509825651,0.8242924010118587,0.950166034712572,0.2046612332375279,0.3393506088741044,0.039521059556473,0.3445038429348412,0.1565085473366893,0.2296835377878524,0.4523095497449114,0.5739800368484508,0.4249076755900615,1.2100219817334827,0.7974810028002602,0.3481946753136287,0.3175178491463725,0.925283180315824,0.3001169863531422,0.1496959703217346,0.500766571639123,0.0719907488076106,0.2990520428876684,0.9993444644475462,0.2608984980474402,0.3200587358718834,0.6600148728632578,0.0854975059847913,1.202534199393908,0.5930869780691118,0.3244185748913591,0.2730726558861749,0.1499615608323056,0.3909234566167582,0.1683011609238362,0.1950448984875579,0.5498562311083034,0.1195750823945311,0.1376232881355185,0.733113312784827,0.1317671239040594,0.1682378396734313,0.3399572607628783,0.1713262757820741,0.1606436565621008,0.3108028746142677,0.4984290040581032,0.1668867785360697,0.2879175363825791,0.4063673671625725,0.3939284319072574,0.7952080847776571,0.0014535155396636,0.4425384535972179,0.4648006725148505
0.0024024024024024,1.121959155815391,0.2446921220921358,0.3420537147371228,0.7954229463501399,0.3577386283158703,0.6535256668362265,1.47064557988344,0.1191335168097941,0.3543529724628657,0.1102369982380654,0.0586109291941991,0.1491009645635707,0.3504190074432805,0.6338015120609227,0.2584024487727077,0.3420866328864441,0.4172239995338561,0.7149124261957563,1.2872737540031822,0.0874526296096395,0.1157647839378875,0.4471529627154928,0.1565866283371627,0.5052480832650933,0.9526297206990044,1.2873553946156702,0.1883601794556924,1.3501036015140755,0.241242789959585,0.1867189343140067,0.6350043358144601,0.0249544732090542,0.318446408787962,1.155150116881895,0.2046673870744817,0.3594455327484191,0.1253339835963219,0.6045957781836798,0.2561783749660172,0.4681318602202373,0.4957661619558145,0.9652646955448496,0.3133414993939487,0.4780905472992559,0.3909000166310138,0.1207477605291991,0.1432492418794241,0.8151269454793545,1.0226009306611406,0.2846688778387535,0.3592203208994706,-0.0014180258146336,0.3037165050635014,0.2393614320521421,0.2494887286449139,0.4157118972194484,0.6287569676286029,0.5075501360470986,1.1798302450994116,0.7192667296715705,0.2350327248665705,0.3309419972222157,0.9726204129253672,0.3165183834893125,0.2024022109046463,0.5693518629054716,0.1441234947229911,0.2193094205182325,1.115847159803899,0.3133827520880167,0.3568538721210071,0.6040784043650416,0.1815837671737611,1.255231919522256,0.7423201418964485,0.2325374402552363,0.3978310754912492,0.0590702641986045,0.4525819664327435,0.1570640183482839,0.1763839220723048,0.4136149306499166,0.0160468314640981,0.0940635213251844,0.7931491960569494,0.1401926170836549,0.1235920726438399,0.5042336157895612,0.1122743349261859,0.1472029260194704,0.2770682367309781,0.5091748633751411,0.0998812767601774,0.279881938441148,0.3182850239929623,0.3898513334331501,0.8501075307462137,0.1546143974871497,0.4819676687493741,0.5323260315482607
0.0027027027027027,1.07693986981394,0.1330745884820086,0.3479868443058333,0.7903525088518114,0.27832897558432,0.683107045929421,1.364981162334682,0.1423120044161923,0.3021356122136487,0.1794208815231232,0.0906500467669863,0.147197642776311,0.2809082280075134,0.7165738494996313,0.3178221636546489,0.3667100546250094,0.4340498165418652,0.6139765442191374,1.273631537744338,0.0502323452065328,0.1610258957987702,0.5423886711535895,0.2376594664850357,0.4895316617207924,1.061303228337254,1.3019835901931789,0.210028109412796,1.3898406056512846,0.2265432153416472,0.1466568985424853,0.6855968640748806,0.1687859179343965,0.2083837073017933,1.2462146971603327,0.2186499703662576,0.3048924658775039,0.2058138864408843,0.7974392097678877,0.3750576059550828,0.536965929480022,0.4766718205148765,0.8551275417429811,0.3154305350236263,0.391084385887167,0.4446090252982201,0.1140981337260014,0.17179471337499,0.8838869119268303,0.9196302850733264,0.2124568454267855,0.3449651711416995,0.0212514445388912,0.420687707069193,0.1101881545004229,0.3443642304685994,0.4616890717628711,0.5300622339281265,0.5127085424678504,1.1662970461963835,0.7151763039291509,0.2991978205285542,0.2558857998141439,1.030000112107057,0.3454473467874467,0.3336537296687052,0.5659391728504748,0.1160688940115308,0.3084356607937049,1.0555229949007834,0.2645223328023995,0.37726850834431,0.4759620863158236,0.1224405535786108,1.28878852155833,0.6635628072226243,0.2552122323645708,0.2646998172244458,0.1959536610234681,0.4838123012210007,0.1187871544831006,0.2241364986044567,0.4688240345998711,0.1813848681108841,0.0533065619675282,0.7029388214173071,0.1784165929653035,0.1317922752713812,0.4104978147366047,0.1810556867061226,0.1929529395331964,0.2606690314590294,0.4317828499869752,0.0944186930206257,0.2551634171399954,0.2741742320692578,0.4306034562055174,0.9137680841707012,0.150400196951931,0.5303677096035494,0.5767634929819158
